order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
00bd2cb7e9076e1ccc9f766fc01a4cfd,1,1427b126f61597524866770b05d4eed2,0b90b6df587eb83608a64ea8b390cf07,4/30/2018 10:15,98.81,13.81
00bdcdda88e6b02977fc6ce3d412c600,1,20566af10fda4783935b8cef249fa4c3,d921b68bf747894be13a97ae52b0f386,6/14/2018 10:21,118.9,18.93
00f2c876aa08fbba04199823952e96c1,1,b18fa799c2e098abdceb194c359938f6,53e4c6e0f4312d4d2107a8c9cddf45cd,4/13/2017 3:15,69,17.22
00f57f2ccce2a2e3f393fe8f5e616e0d,1,d6dc2dcbb3ef25e47ef82f3c013ab820,1025f0e2d44d7041d6cf58b6550e0bfa,7/12/2018 22:15,225,60.81
011b142c9e082a5c1d10e0a88cd9c8e8,1,4cb33e9787e8a38b82bd68e70f5f4700,17e34d8224d27a541263c4c64b11a56b,3/29/2018 11:55,243.37,53.83
011e6e76dd0cd56d26b5b0cb036e80a8,1,d33a74e1b6cfc152b6b3f43324d54987,9f505651f4a6abe901a56cdc21508025,4/12/2018 17:50,14.99,8.29
0132451f29a10b66a5cf1bacc85f9afe,1,42a2bd596fda1baef5719cb74f73030c,da8622b14eb17ae2831f4ac5b9dab84a,11/21/2017 17:08,89.9,17.88
0132451f29a10b66a5cf1bacc85f9afe,2,283dc451ad3918badb976d56ff887289,da8622b14eb17ae2831f4ac5b9dab84a,11/21/2017 17:08,89.9,17.88
01380d0df5b7dc8bd13f2266a57bd42c,1,35557c68a22ecebcf066e25ca2ddc144,f8db351d8c4c4c22c6835c19a46f01b0,4/24/2017 19:45,16.9,10.96
016fbc333d66b414be541c6159576c40,1,b0cd550945da1de6eb9cb69595d540df,6b243f80ed07b10f0e8aa0f21a205f3c,6/7/2018 18:30,84.9,18.52
01835ef41c5ac66dd9ec6084fa1d0533,1,bbaef2eadf31fe3ea6702077398be06c,cc419e0650a3c5ba77189a1882b7556a,5/18/2017 21:45,56.99,15.15
01855f880aae9a984c7c33b26fcf2e02,1,12bc892d6fff0dc42c8177f3665ef00e,e9779976487b77c6d4ac45f75ec7afe9,10/25/2017 15:35,39.49,8.27
01855f880aae9a984c7c33b26fcf2e02,2,12bc892d6fff0dc42c8177f3665ef00e,e9779976487b77c6d4ac45f75ec7afe9,10/25/2017 15:35,39.49,8.27
019440e41e276668d99d996d5d1a22c1,1,26c3ead5dff3d8e393e5331273f4e91a,897060da8b9a21f655304d50fd935913,6/22/2018 2:31,44,12.97
0197cb265e2c84b9f89dfd784095d2f6,1,b8fb835549196ef18695839a1a749584,51702dc2a3e106c76dbff722b5bf0726,1/5/2018 2:12,320,58.91
01a75ac3dd000b7628a684be97c29234,1,b5c114b11d53b6fd85a6a90790f0b479,0adac9fbd9a2b63cccaac4f8756c1ca8,1/29/2018 10:59,42.9,15.1
01bdc09119b132e176e5c8f2cf68b0ac,1,fdb86e192fdd20037175daab38af9656,b2ac621f0d0322434d04a12b078b9369,8/29/2018 15:50,359,25.66
01c4f4e08d9e8b7c5bd47e612285993f,1,422879e10f46682990de24d770e7f83d,1f50f920176fa81dab994f9023523100,11/30/2017 4:30,49,13.41
0231382a78f19752dabca6a86b618152,1,4e0d01d5e5e4bd454e71e7cd1491c052,a416b6a846a11724393025641d4edd5e,3/15/2017 21:17,76.49,9.53
02440f65dc09737b491463739c347446,1,c7b3b8509e06ae21abdd78b541215cda,620c87c171fb2a6dd6e8bb4dec959fc6,3/2/2018 10:16,119.9,15.59
02608b91ec6070ff5fcd4b63dd964232,1,aa280035c50ba62c746480a59045eec4,fa40cc5b934574b62717c68f3d678b6d,3/1/2018 15:31,30.5,7.78
02610d88ac343ed64988d2706ce3ebfd,1,ce169d5f9421a6f21e41a7bf54d0b98e,8b321bb669392f5163d04c59e235e066,2/12/2018 4:31,28,15.11
02645c905eb7d1591a679f9bc3b669fd,1,9f1c3e71d56894398a42b050b07f1baa,92eb0f42c21942b6552362b9b114707d,2/1/2018 2:41,12.77,7.78
02671152ed141efc95384bdd230bc544,1,caa41bf17e27022341da028e79152c4c,f84a00e60c73a49e7e851c9bdca3a5bb,11/30/2017 21:53,46.4,16.11
027b013d2186e25c2b82beb3679d0833,1,f921da19d229dad9bf3a94e86e7f7f32,04e38a233f726ef161074ab1c9b0399a,4/17/2018 16:10,104.9,34.27
029e3b4c8e64bea4ba22e456cd1930a3,1,11dcc970f7a5581e1bf777b6da3f7096,06579cb253ecd5a3a12a9e6eb6bf8f47,8/16/2017 21:24,69.9,17.74
02a0929986b1647b2df9bb303b4851b9,1,2c7f01e4f39f8ca21caddb86374d7b4b,edf96ef93ed595084bbcbd9224bd2894,7/2/2018 8:57,259,39.58
02acaa2a6f24e9c4e0bec7141b65f29b,1,06c6e01186af8b98ee1fc9e01f9471e9,fc906263ca5083d09dce42fe02247800,9/13/2017 4:25,29.9,14.1
02aec12849744e266394182861265286,1,8aa6223e400af9c97b07c75993142721,1f9ab4708f3056ede07124aad39a2554,9/6/2017 18:05,174.9,35.74
02bee300cb834a5d334ae42fdc325e7a,1,0b6a32b32a7dc68b12e8a0e0805c44d5,fa1c13f2614d7b5c4749cbc52fecda94,6/21/2018 18:22,195.9,8.63
02bfd16c1a67263989b258fa92e20d3b,1,625dac8156b3157351e7257305148f3f,5656537e588803a555b8eb41f07a944b,8/20/2018 20:15,39.89,51
02c371100bf54facae80322579c7fefb,1,3104dbf304c25fa1812a11ad924f8b57,e62b2d6ac10570a035a30bafcf01d263,11/13/2017 3:10,49.9,9.34
02ea547b6d2ee25305588fd50df58b46,1,b000447e24e31a4d7e628ca4d0622131,92eb0f42c21942b6552362b9b114707d,3/29/2017 22:10,23.99,15.65
0300095becf10f9b2993706759522741,1,59f17be62604541797d4df87ae80cf73,4e922959ae960d389249c378d1c939f5,7/5/2018 20:35,89,9.93
0301ec492e902f2630234df285fa2a1b,1,6cdd53843498f92890544667809f1595,ccc4bbb5f32a6ab2b7066a4130f114e3,9/11/2017 16:15,349.9,29.3
03054d8a8eefc2981cfad06f58e27979,1,3e31fd1419cc4cd6adad1925e72e3a03,48436dade18ac8b2bce089ec2a041202,10/9/2017 10:35,58.9,15.16
0306b467a7c7d400d265b71cf6608e15,1,72ef87b1953a2844ed089bd6dcf73913,8c16d1f32a54d92897cc437244442e1b,2/8/2018 2:53,61.5,13.58
030e16ae69706dde9e78557f9b501657,1,e38bfda757257dee1985af625f8911fc,46dc3b2cc0980fb8ec44634e21d2718e,6/1/2017 16:22,399.99,15.63
032c9c5e050a01a77c20be3989064308,1,88dd63919fc9ab693803578a04a20209,7ddcbb64b5bc1ef36ca8c151f6ec77df,8/21/2017 22:10,34.99,15.1
0334c2700a7e8ac0f3efeb36b4a91e68,1,2a217b8a9a09c938d8db704d99d7f053,3d871de0142ce09b7081e2b9d1733cb1,9/12/2017 22:50,55,16.15
0341b60065c49221a27293793f11b117,1,41c24b8ce92d1a2cac62db5edfd088b2,4869f7a5dfa277a7dca6462dcf3b52b2,4/26/2018 15:31,102.9,22.43
0350e1e5b7265e23e84b1e467e0b6b82,1,3b0f7951038b105522c2d566b54421f7,ea8482cd71df3c1969d7b9473ff13abc,2/23/2018 10:46,29.98,7.78
0350fc2d00f48ad8a74efdf4d2fd4bdc,1,f20e2a3811156fe0a12b4cd5c3638195,432c37c9dfba871172ec162e20118b8c,12/20/2017 1:38,29,15.79
0350fc2d00f48ad8a74efdf4d2fd4bdc,2,f20e2a3811156fe0a12b4cd5c3638195,432c37c9dfba871172ec162e20118b8c,12/20/2017 1:38,29,15.79
035d66b23a4bba74f8119f9ebe3458ee,1,8983a3b149303c013fceabef902e835a,9f505651f4a6abe901a56cdc21508025,5/22/2018 19:14,99,15.57
036b791897847cdb8e39df7943367474,1,e493b6001e292d2cdb2c6172bac9d0a4,8a32e327fe2c1b3511609d81aaf9f042,5/18/2017 2:50,49.99,9.34
03720fdc92032ee4abd471d172006ab0,1,dd2ca29c9d0f93d3b1d28d7d7ee3025c,5b0cc932433fa5184b5b94bfe6bcc256,8/9/2018 21:45,99,44.49
038297c93a230b204ceeca7e2720b464,1,202d6bc7af7609f371b94e032925d314,1835b56ce799e6a4dc4eddc053f04066,2/21/2018 3:07,28.99,15.1
039450cd44c5b6c68f8d2bada4eb315f,1,ac8e7cf3a658f63dc68dd7f3b8b5f97b,218d46b86c1881d022bce9c68a7d4b15,1/26/2018 19:14,107,17.46
039ec885e36627ae6353cfd42a41c5da,1,55cfb8318af6fe90dfacf0892abb2cee,77530e9772f57a62c906e1c21538ab82,2/28/2018 12:55,100,25.25
039ff75de38e514eaa8ffb2618d5227e,1,5b59b0c94f8e31d14fe89dbbfda3df6c,dd2bdf855a9172734fbc3744021ae9b9,1/16/2018 8:57,69.9,14.22
03a54d3b0f15ac01bad656997420d3bb,1,264afa6d3b31bde30f0f2693c84795d9,516e7738bd8f735ac19a010ee5450d8d,6/5/2018 2:31,65,16.42
03ab852861cd75d0a9225c92a3354a3a,1,374fb6698c278b6af1c7b7c8fb95585e,6560211a19b47992c3666cc44a7e94c0,12/14/2017 10:10,115,8.06
03b89e8b0ef3ba18cc903dbaa7aff107,1,10be5827cbcb06a81f220d46dafd0af0,1464afc72f696af775557a821c2e253f,7/10/2018 20:45,28.9,18.3
03c7acb8cfb3a3567a70fee4a1e2f82d,1,87700264f353c44d18c38c328d1fcd25,080199a181c46c657dc5aa235411be3b,4/5/2018 3:27,179.49,16.14
03d842e44ef7cae41da34acb402983fa,1,2582fbe637afdcd03817b1b16b78fd60,7142540dd4c91e2237acb7e911c4eba2,7/26/2018 10:55,59.9,43.22
03e707d64a286c3fbad59b8c89cafd95,1,cd89ce90d4c33b04851f90bcf1ec521a,34056b8b55c1775a22af2331670a799c,3/30/2018 12:30,124.7,19.84
03e94224875e6dec154cc7a142ce5de2,1,99008b78e9206243c95a95cf02a71905,40d54b51e962dbe09cabbcfd33298dee,4/27/2018 10:30,269.9,12.51
03ebfa9712b7dbc7031291856263b314,1,aa6746e94490239d3d9ee6ab89779aba,9674754b5a0cb32b638cec001178f799,3/29/2018 18:48,46.9,8.88
03f2794ace8d10c0af8614f6fac2be3e,1,70d01ae15a5d5ee38388b90c0470d9b0,a3a38f4affed601eb87a97788c949667,5/21/2017 21:02,89.99,18.2
03f83b59e7c7355647462745b18119f1,1,23365beed316535b4105bd800c46670e,92eb0f42c21942b6552362b9b114707d,7/24/2017 6:03,12.5,15.1
03ffce741877a000ca0fb3520673d4c4,1,660422061e06da17ca6101e9d6b7aae8,76d5af76d0271110f9af36c92573f765,10/10/2016 16:02,649,169.12
04040ee654b248cdc512a68ecc83e4cc,1,cc7d8d232e6f5f27b70be81b68e27d6e,da8622b14eb17ae2831f4ac5b9dab84a,4/2/2018 22:30,259.9,15.29
0417dce62cd5791d3d0005ca971b2ba7,1,664085fcb2616db929da15dc9ac204b4,ea8482cd71df3c1969d7b9473ff13abc,3/26/2018 3:28,27.99,19.04
0420dbc50fc554e303e4b2d6b39063f6,1,7d854ab97c64ef9df2bbfaf332765786,aac29b1b99776be73c3049939652091d,11/23/2017 20:31,64.9,26.98
0420dbc50fc554e303e4b2d6b39063f6,2,84a87daa85c8b432d90bc1baa0cb4388,aafe36600ce604f205b86b5084d3d767,11/23/2017 20:31,59.9,15.94
0420dbc50fc554e303e4b2d6b39063f6,3,fdba6f37e0258dbca54eb0ed8b293ae0,aafe36600ce604f205b86b5084d3d767,11/23/2017 20:31,59.9,14.72
04323742e042716e4427a5b3536ea08f,1,77d1b9fb8d3858f503316105e9ac6c51,2138ccb85b11a4ec1e37afbd1c8eda1f,4/27/2018 1:30,18.99,7.39
04323742e042716e4427a5b3536ea08f,2,77d1b9fb8d3858f503316105e9ac6c51,2138ccb85b11a4ec1e37afbd1c8eda1f,4/27/2018 1:30,18.99,7.39
0435b65bfd0a1cd1c48a82f5b405ea78,1,6a23c2eb9acc78f8ec403be9c6210dd4,7c67e1448b00f6e969d365cea6b010ab,7/28/2017 13:45,119.94,34.2
0438fc3e115633e11a93c878a1591016,1,afeeea6271148ee1bb15173b8187c431,53243585a1d6dc2643021fd1853d8905,8/17/2018 10:10,249,15.22
044d94a4ac73b24fe28ff5293ac35bd8,1,06c6e01186af8b98ee1fc9e01f9471e9,fc906263ca5083d09dce42fe02247800,6/26/2017 14:50,39.9,25.63
0452092bf08cf43ddab32ebec9e75d2d,1,290ada89b05e1dca2a4fe42f1cfc012e,54aa8463e87776b5612f4bdc4bd5d4de,2/25/2017 10:53,29.9,20.4
045c9852284420b9c02d156436e1481c,1,115e606ac8059e4cfa1c6c3310fb365c,1838dd9b8977065acf51d95e0053ea7a,5/18/2018 16:57,39.9,15.23
04a59fe46fc5aa341da5378c195ed53c,1,2a15783d3cb601f8d9a6a86806b037b3,855668e0971d4dfd7bef1b6a4133b41b,12/4/2017 9:31,60,15.18
04b7738ad5fbb213eeb7a2145bea8242,1,441293f432282ea2ab9c82fe5f0fb875,624f4ece8da4aafb77699233d480f8ef,5/23/2018 2:15,159,16.46
04b7738ad5fbb213eeb7a2145bea8242,2,817e1c2d22418c36386406ccacfa53e8,624f4ece8da4aafb77699233d480f8ef,5/23/2018 2:15,159,16.46
04b7738ad5fbb213eeb7a2145bea8242,3,9163c7e81fd68452472912c4cde810aa,b499c00f28f4b7069ff6550af8c1348a,5/23/2018 2:15,39.99,1.98
04d9462386313112744bfe028575d10f,1,9f2f03a7cc35b7c27e588388fa1e2252,2089a6d640999f9b9141ac719b2af596,6/22/2017 14:05,397.9,17.54
04dd5aa087f6b04e0e145fb4c4fef047,1,afeeea6271148ee1bb15173b8187c431,53243585a1d6dc2643021fd1853d8905,12/5/2017 18:12,189.9,18.61
04dd5aa087f6b04e0e145fb4c4fef047,2,afeeea6271148ee1bb15173b8187c431,53243585a1d6dc2643021fd1853d8905,12/5/2017 18:12,189.9,18.61
04e452498b75f049f617f5ed7ffc0633,1,ffc9caf33e2d1e9f44e3e06da19085f7,d06d019f72a04e5497a0b64190af170c,6/3/2018 23:57,224,9.92
051fcda88d997d3ff86012da2a556342,1,d017a2151d543a9885604dc62a3d9dcc,6560211a19b47992c3666cc44a7e94c0,8/28/2018 14:55,49,7.6
0524a4740833e4c479484d6fd2735725,1,9a89064fd209d1c1661271942a65099f,0176f73cc1195f367f7b32db1e5b3aa8,8/1/2018 19:24,139.9,18.11
05387d537bd2e5027aadbfb6a5123e4b,1,386703f26f328414fe118e10a5d92675,ea8482cd71df3c1969d7b9473ff13abc,11/10/2017 16:47,27.99,15.79
053fdca16d1f69bd52f908f070a19049,1,ed2067a9c1f79553088a3c67b99a9f97,cbd996ad3c1b7dc71fd0e5f5df9087e2,10/17/2017 15:07,56.97,12.74
055336f2daf168319875b812d23de1d4,1,a058bd781185e59b75160f5133afad9b,080199a181c46c657dc5aa235411be3b,3/29/2018 13:27,179.49,9.61
055336f2daf168319875b812d23de1d4,2,a058bd781185e59b75160f5133afad9b,080199a181c46c657dc5aa235411be3b,3/29/2018 13:27,179.49,9.61
05580ea6005bac590a3f143473c9b296,1,7724696de32f44179514a643987d416d,8f2ce03f928b567e3d56181ae20ae952,11/29/2017 22:33,189.9,21.82
056793ca2483a5d5943cb5bd90f5b314,1,cc419cef76963f8e0cde78157908a6c3,fadb07c842a2aef5d5a676b85f220e71,8/30/2018 3:50,21.99,17.47
0571cdb407bf04b419c94ffd7acbd874,1,91b08d34d0ba4db44da2dc382867ba49,b76dba6c951ab00dc4edf0a1aa88037e,1/23/2017 21:24,6.9,15.65
0577713eb945f355426be26104c26b77,1,af0a917aec9cea3b353ece61a8825326,da8622b14eb17ae2831f4ac5b9dab84a,5/4/2017 1:30,79.9,17.3
059c0bd12954b4e72327c0ff67d9f2e8,1,6f3b5b605d91b7439c5e3f5a8dffeea7,7d13fca15225358621be4086e1eb0964,5/7/2018 22:16,145,13.45
05a71c571d4602a72418b73366543cd9,1,75d67b030a777f5f1081b8830606abb5,cca3071e3e9bb7d12640c9fbe2301306,8/31/2017 21:55,89.9,17.88
05ae7d6bd78e2a61f4c0076a9d690aa8,1,c80124276571cd4bef53cf35d9b36c5c,2528513dd95219a6013d4d05176e391a,7/26/2018 12:43,219,16.83
05b2ebbb3869fd116a0a1c247ba70d00,1,90b86c830114ddc888f6380a223ee285,d2374cbcbb3ca4ab1086534108cc3ab7,6/6/2017 11:22,21.9,11.85
05c1808ab7242e387b4947245e0c0649,1,d017a2151d543a9885604dc62a3d9dcc,6560211a19b47992c3666cc44a7e94c0,3/15/2017 16:49,49,14.52
05d27719c66597da0628a53f6009ed67,1,386486367c1f9d4f587a8864ccb6902b,cca3071e3e9bb7d12640c9fbe2301306,11/8/2017 19:15,113.57,13.81
05d27719c66597da0628a53f6009ed67,2,386486367c1f9d4f587a8864ccb6902b,cca3071e3e9bb7d12640c9fbe2301306,11/8/2017 19:15,113.57,13.81
05d61bb749461f4805dbda51f767fa47,1,bc4cd4da98dd128c39bf0b8c2674032f,53243585a1d6dc2643021fd1853d8905,9/4/2017 19:15,1200,20
05e6501cdfbd86fe9a3a788c3d411091,1,ef703385b2707af7f9af3e185679811c,a3e9a2c700480d9bb01fba070ba80a0e,10/22/2017 22:33,75,13.55
05fdfff95f5ea9ee431961288fce4e0c,1,461f43be3bdf8844e65b62d9ac2c7a5a,b33e7c55446eabf8fe1a42d037ac7d6d,11/13/2017 10:55,146,12.52
062b1b23a7928be5abeb406e5889e08e,1,67a7c7243c0585ccc44471b5a5c115e9,712e6ed8aa4aa1fa65dab41fed5737e4,4/3/2018 2:07,322,186.38
062d3e3b803bd3e569cf8c165602f8f4,1,19c91ef95d509ea33eda93495c4d3481,06a2c3af7b3aee5d69171b0e14f0ee87,6/29/2018 17:57,122.99,63.11
06450a9849cb4a8c2f3bbeba9995b64f,1,c389f712c4b4510bc997cee93e8b1a28,bfd27a966d91cfaafdb25d076585f0da,2/1/2018 20:36,289,46.48
06486b73d8d1705c15e0d13f6adcbf84,1,eca26be90d3b3454dd69a13a05bdb46e,6560211a19b47992c3666cc44a7e94c0,1/26/2018 13:50,56,7.78
06499dd792313ae78e92e4819ffceff9,1,f8abc2230f8edcb57a082b6ef696e481,98dac6635aee4995d501a3972e047414,5/3/2017 11:42,83.9,14.76
064e219a982901ccffc2d33432b77a2c,1,f032eaa3a45e2f8093255251a93efa70,218d46b86c1881d022bce9c68a7d4b15,4/16/2018 19:31,134,15.03
065a7d9057589f809082e012f696cb5d,1,6cd26b425f717a6d9202bc287c9d5e6d,6a8b085f816a1f75f92dbac6eb545f8f,4/19/2018 12:30,51.9,22.07
06661c686ea79767c8ab8b8ffa3e62fd,1,9794fba8c8aa64ab4fece2d3cbe731e9,715bbd5ba4e6b74cb0d2f29eb45058b0,11/12/2017 22:36,39.9,13.37
068027bd6fbd44e949cfb70acad89b55,1,e78506414d2563b6414cfd84b7fa0802,fe2032dab1a61af8794248c8196565c9,8/18/2017 13:50,179,9.45
06875ab72c5b9bb2eb303a70031bfeb0,1,f4c9a2926d5a2fe099ebbe7d0967bd37,643214e62b870443ccbe55ab29a4dccf,1/17/2018 20:15,39.9,7.78
06a6627d9cc91a04e9d146bf65fee0a2,1,996ae0a67e63b78b427a1f8d07543e86,dc4a0fc896dc34b0d5bfec8438291c80,7/20/2017 10:35,99.9,13.72
06ad94997dd34a7c2186b82d8e9be6a5,1,40cb7bb3d30559b9b6c4fb62bc837962,cca3071e3e9bb7d12640c9fbe2301306,6/26/2017 3:33,59.9,16.86
06ae7271902bbb087fc093137fee6e81,1,da0bb22eb8eb2bce31a3784570528efb,3d871de0142ce09b7081e2b9d1733cb1,1/30/2018 9:09,79,17.8
06aea78197dd41a649372acb8dbc33fb,1,d42c1eec0891869c034f031ec9b81ecc,ca3bd7cd9f149df75950150d010fe4a2,10/18/2017 11:14,34.2,11.73
06bad3a130e91f7b26791dba22abc0f5,1,1c4e2aab2f3631a70816d1765ced8ea8,ce7d1888639e6fb06b2749cbfdac1ff7,2/15/2018 17:35,165,17.63
06bafdd8b6d0b5befb44337a7674a1ec,1,78cff417987f620d4277395265379d6a,4d6d651bd7684af3fffabd5f08d12e5a,2/15/2018 12:07,79,12.05
06c8b01414c769ebb36a9cd0fdb97baf,1,06bf70b6e1d67d96308235ef350edc61,2c9e548be18521d1c43cde1c582c6de8,1/31/2018 22:56,79.9,9.37
06ca213ef85421d96ee0fe529d0f5885,1,1bfe62f326ac7bec0f5a83c10cfff228,3d871de0142ce09b7081e2b9d1733cb1,7/17/2017 17:30,45,16.11
06d68cf3fe78e8d27c1047fe0346abc4,1,4a579d3f0c38c12a0e22c0146f2356f4,cfb1a033743668a192316f3c6d1d2671,7/27/2017 2:23,59.9,9.94
06d6b5a626ba890f56dae296e1384f75,1,8c292ca193d326152e335d77176746f0,7e1fb0a3ebfb01ffb3a7dae98bf3238d,2/9/2018 19:50,150,15.8
06d8cb692ed19b092adaaf5337d01a39,1,e61c78a7343d82c0539d27df0f7dfc31,da8622b14eb17ae2831f4ac5b9dab84a,8/7/2018 11:04,199.9,27.7
06de165212eea16e848d38f4392d5c11,1,eb2ef5be3d5deff674149b9465d44738,9646c3513289980f17226a2fc4720dbd,6/26/2017 16:25,19.9,15.1
06ed17679c8b0ff15675069ab6217783,1,dd1759836cc99a88be1a42bf6673abe0,fe2032dab1a61af8794248c8196565c9,6/2/2017 9:45,169,8.44
06f3401b97e4d89032cbd5ac7670247c,1,9d395a6bc9dbad2dfe60c8c92d8df397,77530e9772f57a62c906e1c21538ab82,5/3/2018 23:13,148,23.62
06f4b63a078dd3d2ca46e379c2ab419e,1,083ffd30820b592e294de7ed668ff975,f8db351d8c4c4c22c6835c19a46f01b0,6/29/2017 17:50,49.9,8.27
06ff862a85c2402aa52dc9edf150bf30,1,4ce9ab528124f89e091b17d11aa2e97c,7e3f87d16fb353f408d467e74fbd8014,12/7/2017 4:49,41.9,17.63
070b4a621a6d06dcff9122e5c04b353a,1,6ae3f85f46a37844372252496c77b4d8,53243585a1d6dc2643021fd1853d8905,9/14/2017 9:45,219.99,22.34
0711b9c575a5235790c3f863179c3267,1,928e52a9ad53a294fdcc91bcf59d1751,955fee9216a65b617aa5c0531780ce60,6/11/2018 3:15,130,23.49
0711b9c575a5235790c3f863179c3267,2,928e52a9ad53a294fdcc91bcf59d1751,955fee9216a65b617aa5c0531780ce60,6/11/2018 3:15,130,23.49
0711b9c575a5235790c3f863179c3267,3,928e52a9ad53a294fdcc91bcf59d1751,955fee9216a65b617aa5c0531780ce60,6/11/2018 3:15,130,23.49
07182ece031138fc6c7f81b60b1eb329,1,94fb18015068e3550e6a8f0729558904,d4e12e7884759a14fa0f5f896c791cae,4/20/2018 2:12,43.8,14.44
071cf21dda000c6ce3b50a56374b1b89,1,f282b8032570cf3ce692b8ea7e1b6c53,e8b4225284fbb02d16f200513f1f395d,6/14/2018 9:58,149.9,60.28
0744ce655e97e70eb03a99cf52385502,1,b9ee7519d0187d2389af62ba6c612963,78c99c6dff4eeae5be99bf635ed21e3f,8/15/2017 2:45,69.9,16.25
074d6aba62abd52ad27529d3fb746260,1,82b73150f90f4fef92913e35b9984bb7,91f848e9f4be368f4318775aac733370,6/14/2017 19:03,94.9,16.91
0755fe651d86dd2feb3c6fff952d81e8,1,36ed077d2f4915bc4bd14ead16a028de,751bdc4d83a466c7206cd42e8f426b03,7/27/2018 15:25,129.99,19.01
075d1d2a3ac6d55e925dda5e2ad0c6fe,1,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,3/26/2018 17:29,69.9,20.06
075d1d2a3ac6d55e925dda5e2ad0c6fe,2,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,3/26/2018 17:29,69.9,20.06
0760a852e4e9d89eb77bf631eaaf1c84,1,1522589c64efd46731d3522568e5bc83,28405831a29823802aa22c084cfd0649,8/13/2018 6:15,35,15.35
0786c4c0e6cac26fe4f5c558b232e392,1,5bf57bdef224b9486b45ebba37ec6191,a3e9a2c700480d9bb01fba070ba80a0e,8/23/2017 13:35,62,16.06
078e048ccc8dc8b449dedc064b860b0f,1,42a2c92a0979a949ca4ea89ec5c7b934,813348c996469b40f2e028d5429d3495,6/28/2017 19:42,59.9,14.13
07a0bc58f3b841724c5b8c649da441d5,1,7185389e32acf9c5c5f61e6a23c0ab3a,972d0f9cf61b499a4812cf0bfa3ad3c4,1/23/2018 16:52,138,28.35
07ad2a87dfce684f0b6a23886db925c9,1,6d2fde7d12bb6ff367dbda120ba8828e,897060da8b9a21f655304d50fd935913,5/5/2017 5:32,22,14.52
07ad2a87dfce684f0b6a23886db925c9,2,6d2fde7d12bb6ff367dbda120ba8828e,897060da8b9a21f655304d50fd935913,5/5/2017 5:32,22,14.52
07c33a9470d0df2a30cc8a8ebd0288d1,1,8ac47b3ab13c68f49f10dde899674149,ba143b05f0110f0dc71ad71b4466ce92,5/23/2018 5:16,83.99,11.21
07f2e5679e13d0e45de9da85bb833558,1,e27a738cbbcf6c8878c713af56835a19,d9a84e1403de8da0c3aa531d6d108ba6,7/13/2018 14:06,23.9,7.43
