customer_pk,customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
108,0561cee0e208939ff198184d3d7bd9fa,d9764886f02a2884590e05bc3c4391b2,35275,sao felix de minas,MG
109,058b8118018cd37ff01ae5339a76c980,989f190ff791de092cea2eab70bdd2af,13141,paulinia,SP
110,059f7fc5719c7da6cbafe370971a8d70,d0ff1a7468fcc46b8fc658ab35d2a12c,13186,hortolandia,SP
111,05aa1cdcd7c5f9e297b3b5d89ae5e1df,c18a7f19c5bb90e5eade2d61849812a8,60713,fortaleza,CE
112,05ad208d1e3ae7d49fc33c89026327d2,94f48c018010de09d9c471e5d819ea05,2041,sao paulo,SP
113,05de5898b9da9365b1823e7fd23700c1,59140aa3bcfa73f0763d85370926b4fa,94010,gravatai,RS
114,05e8586e1ca488defddd47b5be9179c3,f053e082c3563fa331d4cd0c5d8ec177,18132,sao roque,SP
115,05e996469a2bf9559c7122b87e156724,5229b8e4d7d2b9b676c2083c17b1ecd0,93180,portao,RS
116,05f1c2a8e913a4084727ac728bbdbec2,9107708e80782c0f6ccc2b607f5f2a6c,17900,dracena,SP
117,05f337ebaa4407b43c68d15f5cf1949a,0d7a6ee9d351c0856e4858cb84f26c3c,21750,rio de janeiro,RJ
118,05f92287b410b4a1b426167861698d3e,b512b0686fca0440147aa0709672cd9b,60160,fortaleza,CE
119,05f9f7e304de1bd029ce39f107848608,d9ffaef986305a5a589b198d8568f211,13077,campinas,SP
120,0603e61027d99341d08fa2c64fdf5915,807296d62da788dec65e395496233222,7434,aruja,SP
121,060a46f3e1097e08371f2c8c7064156c,3d8a51057b28b7b5172c8bc46cb6a7f5,87030,maringa,PR
122,061a531d906f4bfb762be36757e41f7b,3168dc37da92585ed2bf29058b0cc143,69911,rio branco,AC
123,061c2eb252b4e73472bb4f9e1169b43a,479cc370a1fdb7d10dfe46016182a1c5,35765,cachoeira da prata,MG
124,061ec581de52487b1e96c24df4a70527,9fea70e31334be94bc66a683ceeea2f7,15750,santa albertina,SP
125,062184594d2f701642d78351528e8592,4a523acb002d650ef0738916f939df50,36415,congonhas,MG
126,062328becf66582e5849b4f2b364b143,3cf14101fc0207e827130e8fdfc0da25,4542,sao paulo,SP
127,062a227b89b45c5b9bbc9c41a8590e32,e6f10d37b6e31dc71fc68263c9a0ef0d,4410,sao paulo,SP
128,0634a391a7b3989dda9196f26e6b2242,96e047d0f9de88ca34c9005565fbe03e,35365,abre campo,MG
129,063a5ea8e53ff62d2547c8af92ba02b2,0023557a94bef0038066b5d1b3dc763e,15105,potirendaba,SP
130,065415930d45ace4ad39039b5d0d9341,5533b6863859076febafeed9a35bb6c2,18570,conchas,SP
131,066d514a8533ab695dd9c730aec73260,14e1bf91e4bb789e2bd29fc22f926742,79002,campo grande,MS
132,06757bb75493151d0e73ce8e3bc32987,950756be397d0fc73e96b1a32287cd38,6825,embu das artes,SP
133,067dfd197c70456d5dd81c801fae133c,b944e713f329c481160c81f9a3795392,44920,joao dourado,BA
134,06872c61a13a4d027504dd0c15d43b72,0e5858cb988e7b7905f137dd56147574,12530,cunha,SP
135,068789693897e19b35ea3b9e71613c75,34a7a16320425b76238d17b877418323,19780,quata,SP
136,069c942e82eba9152f2797da49e1e764,3991c41c2de37fb418cbfd8938aead3d,27940,macae,RJ
137,06a70917afd2dcd59396e1eac836c646,451c36d15ca9729da50f130f5c0f1c59,31870,belo horizonte,MG
138,06c09be49b69107bf8c75d10af6b2233,e264ef071f4c0fb4a0f3e9139b283dee,35420,mariana,MG
139,06c6202200ef99b1568c228c9e373abc,bc495306b450cb8a30666dff4e362077,76916,presidente medici,RO
140,06ea9a21fbcbfe8f45d54cc717db3c7b,d5292e185ba6169c80ab77fe218ef01b,41830,salvador,BA
141,070948afd9d16208989b064551175780,8bb9834649210152e6fb0a01c201651c,28620,nova friburgo,RJ
142,07176b181cc48bdaa6807f4a88e17d4a,c61a15e59e35503a062589d1b609af8d,9896,sao bernardo do campo,SP
143,0728f6d108255cb411a50fb646c3c7dc,991b34b2a28841c492dd1f8567935ced,45700,itapetinga,BA
144,073b17ed858e674f538ce7dc938c8e5c,e0233c751408137ec5cdde0c37e6a61a,37558,pouso alegre,MG
145,074d070b1ed0835cb29a609475f41fcb,e6eb6cfd376785a831c39d868572d0e4,8725,mogi das cruzes,SP
146,076dcea2eb6c8dbe9354f7c0d8670a00,5a014dabe8de0cc29621e8c8d5ebfd8e,42850,dias d'avila,BA
147,07730bcce8f619f15485de16f0793767,c3ced12ab08e67844644204aea54f2a0,84280,curiuva,PR
148,078a6dca7a00e66f3abf78d3ae96825a,e2da23eccfb3e41be791daaa219d75c0,7807,franco da rocha,SP
149,078bfceb258f6ee262174cbf251aa763,fc2e9d70ce1e9c19422b859224a9abd9,45530,itacare,BA
150,078d86e7bf40b188f0e5ed6d866c21c4,0319cd43072df023584a1fa0a94d45ce,8725,mogi das cruzes,SP
151,079f12eb1b192642da96011b5befc023,4eaf709a63916717d9f464d05beabfb5,36660,alem paraiba,MG
152,07a4bb60f62e5ce83b63a08f0cd050bc,1ff3b4e02a84ba7bd1bd2a65bc330514,1235,sao paulo,SP
153,07e37249529eedeca890d7a80979b91e,a22b61bc4027dbae0e9f26fb76e06b58,76970,pimenta bueno,RO
154,07e6f1ea396eea8aa95d0c1cf5a8d364,cbb244b90971a5006e08d630b4c05c9e,2995,sao paulo,SP
155,07ebdcd609056322ab696bca753690ee,bfa809efc0c3a611d7cc109690fb1adc,30455,belo horizonte,MG
156,07faf5d8c1d359058b9d05b3cb4d1d3d,d54f530b276f01f27816bae1abd12be4,2851,sao paulo,SP
157,0809899bfc84b0bc917a8c279c5dbb5b,224f83318c1a2b83dd1d7beeeb9f0e30,77019,palmas,TO
158,080be1fb261fa4104673e0388e5ed508,0c857d0fdb5599b8fc5cfa1c9ba71c76,15054,sao jose do rio preto,SP
159,080dfe3c493444a1fe042b4668e4b01d,940a6d4dabbb99c70905981432242887,18051,sorocaba,SP
160,08185246997b160bfdc98c4804abae71,43255e3df6cda368809baa2fc72872c8,20541,rio de janeiro,RJ
161,082afb51514d796870e769e2c46919ba,4fff725d93ad8b018de71bc3466cccd3,81200,curitiba,PR
162,082b0e812e5a5e7be47a20928caee80b,dd738e5a9a21667e2816f20d39cf259e,78250,pontes e lacerda,MT
163,084dab2db2bf5d42677b135e633a15ba,ec85abbbac44c1bb668a04903d033b6d,90410,porto alegre,RS
164,0881e1574aa6b621c551a421297af5b8,18bc87094128bbfe943cf88adcf72059,1238,sao paulo,SP
165,0893dbf96f705f3a68f0212b3d2cdec4,c366f7bb7c9f735501bc8d64ba2e21e7,35550,itapecerica,MG
166,08999a20d9741d9513c368676f5531c1,a6ddea592cbc5da9970a9a9803c07347,20261,rio de janeiro,RJ
167,08aea10c40f606e52597486db2b56a81,0c1010da546577eec46de55b3a0a885d,59069,natal,RN
168,08b9cbfbf948ebc2dc43212aa3b5a2a2,553b07cb90e5a17d748dbcf842c00118,19042,presidente prudente,SP
169,08ba3f633e08284c827e14b9700d8949,be33152ae3eb53008fdba8c5efa40ab7,7950,francisco morato,SP
170,08bdb18f09e1d64ab30eefcac034e265,551a09ef128e5436c555ecc43cfca103,78280,mirassol d'oeste,MT
171,08c5351a6aca1c1589a38f244edeee9d,b7d76e111c89f7ebf14761390f0f7d17,69309,boa vista,RR
172,08c79ba38eb563126e213a0a764eb7a4,229d029f241c7e742bc0614d8113e4e2,17206,jau,SP
173,08cfbfce32d6e30b94c84bbd630aafae,131dc8b84d915d899517bd2867f62401,78320,juina,MT
174,08d5cabc983964257832805dc6f0e74e,584bb2bc20695e10db1ddc15d027b8b4,11500,cubatao,SP
175,08ebd000e60012404de32cacee764799,0417c5c4535764e979a11b19edfef588,38701,patos de minas,MG
176,08fc5058d39f827b41d726cac116dfbc,cb4089906a5a7ccaf87fb50cf413779d,4116,sao paulo,SP
177,08fd1f647fb132970cc8e3ee6c9075d9,e93734fde27018134fa655ddd52c774c,80020,curitiba,PR
178,08fe63b02e7e846c85b8a49b9fd540d9,29193837afc61c50550bc1139e1d822b,80035,curitiba,PR
179,08ff8ee4ba2dc2a1ad0518273d841e04,efa257ffe785fde9dff1241339324f8d,7807,franco da rocha,SP
180,09019e777b997c943ed2c3b3b9fb2707,1e93052ca04eb5b8acffe45b9b6bb66c,68450,moju,PA
181,09041c3c23930a8bc1fe230bbc1ed19e,23e7bcac2f3b067fe6ecb4ca8e130bf0,96015,pelotas,RS
182,090ad6d0d50a83c661a31538f2642cdf,1c23e9b21cc43e6f701683d23ab22360,28614,nova friburgo,RJ
183,0913cdce793684e52bbfac69d87e91fd,11c3d6c93dea6ce86769a4835c171bd9,87013,maringa,PR
184,091644e5b77192246134faa0a042a356,3d6ccc45f51d061c0632fb284770be14,12227,sao jose dos campos,SP
185,091be8027f7e81f7982d213f813063e5,59fb2024ddd74c34d16e3d51ed2960a1,5757,sao paulo,SP
186,092389b0ad58d08590243690dc4db793,1ba9f0980fa83e3f8815eeb8c8afd14e,1013,sao paulo,SP
187,0928439662f8929fd00483ceef12c25a,49c530e0eda65a04bc0b39dce0b305f3,13289,vinhedo,SP
188,094560467d8afd775d9f89d00cf1e682,ccf9bb2d5ab02b4928415360e23e6e8e,86140,primeiro de maio,PR
189,095d50f9052522bfd261ae0a5725abab,e6b9dca9843cca78a45a342dbc75ec62,12233,sao jose dos campos,SP
190,0966fbba1c0e8c5e26e31166c2fd3ce8,80c005e764b7eb039df094f0c3e22c70,74643,goiania,GO
191,0980d72e94bede8b0f7d8a4cd32511c8,f7094d4271d1de526d9a9f47d1d5ddda,35162,ipatinga,MG
192,098c4d55ae6761b13901be67e6f22ac1,82e96180bc6414637a1c25c69d36037e,22713,rio de janeiro,RJ
193,09a90a21ae1d1a693fbc83851edafead,f8775885b850a0a164eb55c1d12c8821,6858,itapecerica da serra,SP
194,09b38464eb15dc38f7388212f156d894,f98b5b5ddcbbba6ad958d7356d14af69,9895,sao bernardo do campo,SP
195,09b469184e00373f074c799968de0aad,5efea094993d7cad5dcf720125dbf199,13301,itu,SP
196,09c5222856be1228af5bc3c2dd8842fe,4c0c0aaace4f4f653104ae52e4811ec6,9841,sao bernardo do campo,SP
197,09cdb569d94234872c468f2711ca0f91,ae3759d2ee307574752179acccd595b6,13348,indaiatuba,SP
198,09d9f64ba169a1b0e2c8d9690ef483c2,97a8c192968ddbded45b8fc64563ac3e,5434,sao paulo,SP
199,09ed4e9b4faf4f69fecc31273d565cdd,557cd07fbd892abdb1dc537a91ac9f00,9291,santo andre,SP
200,0a03d3b2becf1e6ede584a394d562c45,e39a7d7fd722668fe4c6b9873ee72638,67120,ananindeua,PA
201,0a0c2a4fcc642872a37b8454f7c4df86,b03346a8e14bff6e1d669625df319821,76550,porangatu,GO
202,0a0f638f52bade74d67c0239da49e2d6,4e65032f1f574189fb793bac5a867bbc,9531,sao caetano do sul,SP
203,0a11cb0fb65032da800b780afcc1a1b7,b91094129b0c7e78a2d312269365968e,80020,curitiba,PR
204,0a209a88c2e3dc2981c79ad85c558059,895617ab63a9ad8881d9470f7427cd25,80540,curitiba,PR
205,0a2e992fbd2ac576c71a9650d421a2fd,b585f93cc708cd3d76b03cbf776a4e97,89210,joinville,SC
206,0a3ac1140826e07dcd774a7fc6e288b6,0b8a4ac66e2edd1e8423e2016dc5b9b6,12241,sao jose dos campos,SP
207,0a4c9f486aaecf0f40738a4306c1d552,517a35f625b57d7c8533adfefb2d1b98,18270,tatui,SP
208,0a7e708542b39e5dd6dfccc8a8e3b7c1,29518d17896d6a0902847dd45fc11516,28021,campos dos goytacazes,RJ
209,0a978c825ff7d013133ddc7f77566172,dc9431e47beadfe1188b67bec3717969,60710,fortaleza,CE
210,0ab29e5915ad4ba4c6d77931b038a1ce,25126926be8dbdb3264285caa7d0c40c,25555,sao joao de meriti,RJ
211,0ab59d45d567a5ccce8b3404fb5b44bc,48109d2c6b2edba91c3146a83ba631ac,89235,joinville,SC
212,0af1c58b035366f36dfa7bdde00b27ca,a41b86830f14039dc56fb5a1879879e9,4544,sao paulo,SP
213,0b07568bfcc48faa6a88e17970605a31,fc99edf80f878dcc87ff154a08cef437,93020,sao leopoldo,RS
214,0b0e95b0351bae7addd465ea17e4e4d9,1bdeec4c380b916acfc8143d53a2129e,87050,maringa,PR
215,0b34456a261dcc179512d6652e8cb276,e9dc392ca45bbd1c3faf921ccd7ebbd1,74180,goiania,GO
216,0b39d705dbfe16398432a7a048591853,afb7052400f007bf6c166de1c9f683fe,9110,santo andre,SP
217,0b6176d7c46eb2e5d839fbd9f6d1bce7,96a9a44255930061d8f6a93d4893d986,38740,patrocinio,MG
218,0b70134d7e2d9773897833e933c6ec5b,93360190b9375a40b65720ee99387a4a,87005,maringa,PR
219,0b706fbffec4cc332af5995e683ba779,d28251bfc9407265d899a7be71c0876c,18272,tatui,SP
220,0b859d5b44d9d4882ace2e2dc93cc213,355c8e5dd7ea03b291a4057c4a8b7a4f,87005,maringa,PR
221,0b88fc5d116430d2cd82962c039c3f88,7f48c2671dde965a4017d66d1f8ef9b2,11060,santos,SP
222,0b8d40b3e4564b081cddd81d7227344c,9c9db9057b02a4a1eb0d79e7caa1120f,4826,sao paulo,SP
223,0b9a25915090ecc0db112277977fc2cb,88011e4997978a92a1d851b267f0038d,13405,piracicaba,SP
224,0b9e85491c194a97516c87f30a93abfa,cf50302e77f7141c5923c3bc84ceffaf,36884,muriae,MG
225,0ba0a7a7ab459af5b3860fa8b784ddd7,4f922e1a973e7a72b422022f4aabfd47,29102,vila velha,ES
226,0bd6589cc150d21213487c73a45b7d3f,2ad3fd1a4a4c8dd70d848f625b27f4ed,90480,porto alegre,RS
227,0bdca8cf66b7d24237c048c8992a8b7a,82e234f722a0424865f264e825423f24,86047,londrina,PR
228,0bf19317b1830a69e55b40710576aa7a,5ddb4fdd9cef2450d17ae20639815885,13218,jundiai,SP
229,0bfdd26f029a368b463a48a56b65f560,25314849bf706df0e00da89ccff9bdc3,17516,marilia,SP
230,0c11fa556f26997671eaeb09e029bc73,445303938ffc592a9c9db7dacb942a25,13465,americana,SP
231,0c2454abafe19b2fed0ffb128f23aa63,9b4f9870718fc9f864d7d5494d91f477,22611,rio de janeiro,RJ
232,0c305f688ce08dc9402a2164fd6f29d6,f68cbab6cbaab1d6226e2dafed486578,74315,goiania,GO
233,0c54f6243242ca48102430ab0931270f,56741af99968c78688e558b5551c68ec,33400,lagoa santa,MG
234,0c5c8c5d9a4416010c6174ee6d8c59cb,3e36d59a55c36aeb0c4c974c3c506246,11015,santos,SP
235,0c61d5a89f3c2614ad54d1db39a03186,39d6e50625a51a618c2cf02a026231c1,22610,rio de janeiro,RJ
236,0c6402878bcf4a5a361d9008210101d4,94093e4a8945e283282180e6aaae4fc3,32015,contagem,MG
237,0c6e74d3848e590888f197074ee1f5ff,58aa424ba24df5dc745e1a3941abc5a3,8593,itaquaquecetuba,SP
238,0c7a95280b3f80eadd81c829e093dbec,46a5335f5fe2f04744ec3535fc6e36f7,65066,sao luis,MA
239,0c7e81c095866ddce9df46721a8a158a,144b22ba90f9b1cf5bf278f0db20a355,15950,santa adelia,SP
240,0c97980a30d97a6bfda61a4f10264bc7,e550a3e35434ae49ef5fc19b03038f39,11441,guaruja,SP
